Dates,Temp (F),RH (%),Wind Spd (mph),Precip (in),Flow (ft^3 / s),Sample Flow
2013-05-28 13:00:00+00:00,60,92,5,0.0,903.0,623.0
2013-05-28 14:00:00+00:00,62,89,5,0.0,903.0,623.0
2013-05-28 15:00:00+00:00,62,89,0,0.0,892.0,623.0
2013-05-28 16:00:00+00:00,64,86,0,0.0,888.0,623.0
2013-05-28 17:00:00+00:00,64,86,0,0.0,888.0,623.0
2013-05-28 18:00:00+00:00,63,90,6,0.0,876.0,623.0
2013-05-28 19:00:00+00:00,63,88,0,0.0,880.0,623.0
2013-05-28 20:00:00+00:00,61,93,7,0.0,876.0,623.0
2013-05-28 21:00:00+00:00,61,93,3,0.0,872.0,623.0
2013-05-28 22:00:00+00:00,61,93,0,0.0,869.0,623.0
2013-05-28 23:00:00+00:00,60,92,3,0.0,857.0,623.0
2013-05-29 00:00:00+00:00,60,92,3,0.0,869.0,623.0
2013-05-29 01:00:00+00:00,60,92,3,0.0,869.0,623.0
2013-05-29 02:00:00+00:00,59,93,6,0.0,865.0,623.0
2013-05-29 03:00:00+00:00,59,96,5,0.0,869.0,623.0
2013-05-29 04:00:00+00:00,59,96,7,0.0,869.0,623.0
2013-05-29 05:00:00+00:00,59,93,0,0.0,869.0,623.0
2013-05-29 06:00:00+00:00,60,96,6,0.0,865.0,623.0
2013-05-29 07:00:00+00:00,61,96,11,0.0,857.0,623.0
2013-05-29 08:00:00+00:00,63,100,8,0.0,865.0,623.0
2013-05-29 09:00:00+00:00,68,83,8,0.0,850.0,623.0
2013-05-29 10:00:00+00:00,74,71,14,0.0,838.0,623.0
2013-05-29 11:00:00+00:00,75,73,13,0.0,831.0,623.0
2013-05-29 12:00:00+00:00,77,73,16,0.0,838.0,623.0
2013-05-29 13:00:00+00:00,75,75,10,0.0,838.0,623.0
2013-05-29 14:00:00+00:00,68,81,9,0.85,835.0,623.0
2013-05-29 15:00:00+00:00,66,89,9,0.03,835.0,623.0
2013-05-29 16:00:00+00:00,65,87,11,0.01,831.0,623.0
2013-05-29 17:00:00+00:00,64,86,16,0.0,831.0,623.0
2013-05-29 18:00:00+00:00,64,93,14,0.04,823.0,623.0
2013-05-29 19:00:00+00:00,64,88,17,0.0,823.0,623.0
2013-05-29 20:00:00+00:00,64,89,9,0.0,888.0,623.0
2013-05-29 21:00:00+00:00,64,88,14,0.0,934.0,623.0
2013-05-29 22:00:00+00:00,63,93,15,0.0,942.0,623.0
2013-05-29 23:00:00+00:00,64,93,14,0.0,880.0,623.0
2013-05-30 00:00:00+00:00,64,93,16,0.05,846.0,623.0
2013-05-30 01:00:00+00:00,65,90,16,0.03,876.0,623.0
2013-05-30 02:00:00+00:00,64,93,14,0.0,911.0,623.0
2013-05-30 03:00:00+00:00,65,90,14,0.0,919.0,623.0
2013-05-30 04:00:00+00:00,66,89,16,0.03,923.0,623.0
2013-05-30 05:00:00+00:00,66,87,15,0.0,942.0,623.0
2013-05-30 06:00:00+00:00,67,84,18,0.0,958.0,623.0
2013-05-30 07:00:00+00:00,68,81,21,0.0,986.0,623.0
2013-05-30 08:00:00+00:00,70,81,23,0.0,1010.0,623.0
2013-05-30 09:00:00+00:00,71,75,22,0.0,1000.0,623.0
2013-05-30 10:00:00+00:00,72,73,23,0.0,974.0,623.0
2013-05-30 11:00:00+00:00,72,73,23,0.0,978.0,623.0
2013-05-30 12:00:00+00:00,72,76,20,0.0,990.0,623.0
2013-05-30 13:00:00+00:00,73,68,20,0.0,1000.0,623.0
2013-05-30 14:00:00+00:00,70,81,15,0.01,1000.0,623.0
2013-05-30 15:00:00+00:00,75,68,22,0.0,1000.0,623.0
2013-05-30 16:00:00+00:00,71,73,16,0.0,1000.0,623.0
2013-05-30 17:00:00+00:00,66,88,15,0.19,994.0,623.0
2013-05-30 18:00:00+00:00,67,90,7,0.21,986.0,623.0
2013-05-30 19:00:00+00:00,67,87,16,0.0,978.0,623.0
2013-05-30 20:00:00+00:00,66,87,15,0.0,946.0,623.0
2013-05-30 21:00:00+00:00,65,84,13,0.0,942.0,623.0
2013-05-30 22:00:00+00:00,64,83,16,0.0,950.0,623.0
2013-05-30 23:00:00+00:00,63,86,15,0.0,938.0,623.0
2013-05-31 00:00:00+00:00,63,86,17,0.0,1090.0,623.0
2013-05-31 01:00:00+00:00,63,86,15,0.0,1100.0,623.0
2013-05-31 02:00:00+00:00,62,89,11,0.0,1010.0,623.0
2013-05-31 03:00:00+00:00,61,93,16,0.0,954.0,623.0
2013-05-31 04:00:00+00:00,62,86,21,0.0,930.0,623.0
2013-05-31 05:00:00+00:00,61,89,16,0.0,911.0,623.0
2013-05-31 06:00:00+00:00,62,86,17,0.0,876.0,623.0
2013-05-31 07:00:00+00:00,64,88,20,0.0,888.0,623.0
2013-05-31 08:00:00+00:00,66,82,21,0.0,888.0,623.0
2013-05-31 09:00:00+00:00,68,77,16,0.0,892.0,623.0
2013-05-31 10:00:00+00:00,70,75,22,0.0,892.0,623.0
2013-05-31 11:00:00+00:00,70,73,23,0.0,876.0,623.0
2013-05-31 12:00:00+00:00,71,70,22,0.0,884.0,623.0
2013-05-31 13:00:00+00:00,72,68,22,0.0,880.0,623.0
2013-05-31 14:00:00+00:00,70,70,17,0.02,865.0,623.0
2013-05-31 15:00:00+00:00,75,66,25,0.0,869.0,623.0
2013-05-31 16:00:00+00:00,75,64,30,0.0,872.0,623.0
2013-05-31 17:00:00+00:00,73,49,20,0.0,872.0,623.0
2013-05-31 18:00:00+00:00,74,48,15,0.0,869.0,623.0
2013-05-31 19:00:00+00:00,70,70,17,0.0,865.0,623.0
2013-05-31 20:00:00+00:00,64,72,30,0.0,857.0,623.0
2013-05-31 21:00:00+00:00,60,77,16,0.27,869.0,623.0
2013-05-31 22:00:00+00:00,58,80,13,0.21,854.0,623.0
2013-05-31 23:00:00+00:00,56,90,15,0.03,820.0,623.0
2013-06-01 00:00:00+00:00,56,93,9,0.0,805.0,623.0
2013-06-01 01:00:00+00:00,56,90,8,0.0,823.0,623.0
2013-06-01 02:00:00+00:00,57,86,7,0.0,835.0,623.0
2013-06-01 03:00:00+00:00,55,93,6,0.0,835.0,623.0
2013-06-01 04:00:00+00:00,54,96,5,0.0,835.0,623.0
2013-06-01 05:00:00+00:00,54,96,5,0.0,903.0,623.0
2013-06-01 06:00:00+00:00,57,93,3,0.0,919.0,623.0
2013-06-01 07:00:00+00:00,61,75,5,0.0,899.0,623.0
2013-06-01 08:00:00+00:00,63,72,6,0.0,903.0,623.0
2013-06-01 09:00:00+00:00,63,72,5,0.0,942.0,623.0
2013-06-01 10:00:00+00:00,66,63,6,0.0,1020.0,623.0
2013-06-01 11:00:00+00:00,64,67,5,0.0,1210.0,623.0
2013-06-01 12:00:00+00:00,64,69,11,0.0,1470.0,1470.0
2013-06-01 13:00:00+00:00,64,69,7,0.0,1680.0,1470.0
2013-06-01 14:00:00+00:00,64,72,6,0.0,1770.0,1470.0
2013-06-01 15:00:00+00:00,69,65,11,0.0,1730.0,1470.0
2013-06-01 16:00:00+00:00,69,62,13,0.0,1680.0,1470.0
2013-06-01 17:00:00+00:00,68,63,13,0.0,1640.0,1470.0
2013-06-01 18:00:00+00:00,63,77,15,0.0,1570.0,1470.0
2013-06-01 19:00:00+00:00,59,87,17,0.0,1490.0,1470.0
2013-06-01 20:00:00+00:00,57,86,16,0.0,1430.0,1470.0
2013-06-01 21:00:00+00:00,54,89,22,0.0,1330.0,1470.0
2013-06-01 22:00:00+00:00,52,82,15,0.0,1200.0,1470.0
2013-06-01 23:00:00+00:00,50,86,18,0.0,1120.0,1470.0
2013-06-02 00:00:00+00:00,50,76,20,0.0,1150.0,1470.0
2013-06-02 01:00:00+00:00,49,74,22,0.0,1150.0,1470.0
2013-06-02 02:00:00+00:00,48,76,16,0.0,1150.0,1470.0
2013-06-02 03:00:00+00:00,48,87,14,0.0,1120.0,1470.0
2013-06-02 04:00:00+00:00,46,93,10,0.0,1100.0,1470.0
2013-06-02 05:00:00+00:00,46,79,17,0.0,1100.0,1470.0
2013-06-02 06:00:00+00:00,46,75,13,0.0,1080.0,1470.0
2013-06-02 07:00:00+00:00,48,76,11,0.0,1080.0,1470.0
2013-06-02 08:00:00+00:00,49,74,15,0.0,1060.0,1470.0
2013-06-02 09:00:00+00:00,51,68,13,0.0,1010.0,1470.0
2013-06-02 10:00:00+00:00,52,66,11,0.0,1020.0,1470.0
2013-06-02 11:00:00+00:00,55,61,10,0.0,1030.0,1470.0
2013-06-02 12:00:00+00:00,56,59,8,0.0,1020.0,1470.0
2013-06-02 13:00:00+00:00,58,55,9,0.0,1020.0,1470.0
2013-06-02 14:00:00+00:00,61,53,9,0.0,1010.0,1470.0
2013-06-02 15:00:00+00:00,62,47,8,0.0,966.0,1470.0
2013-06-02 16:00:00+00:00,62,47,11,0.0,974.0,1470.0
2013-06-02 17:00:00+00:00,62,47,9,0.0,978.0,1470.0
2013-06-02 18:00:00+00:00,61,47,8,0.0,974.0,1470.0
2013-06-02 19:00:00+00:00,60,49,5,0.0,970.0,1470.0
2013-06-02 20:00:00+00:00,57,54,3,0.0,958.0,1470.0
2013-06-02 21:00:00+00:00,54,71,0,0.0,950.0,1470.0
2013-06-02 22:00:00+00:00,54,64,3,0.0,923.0,1470.0
2013-06-02 23:00:00+00:00,50,79,5,0.0,907.0,1470.0
2013-06-03 00:00:00+00:00,51,71,5,0.0,915.0,1470.0
2013-06-03 01:00:00+00:00,50,76,5,0.0,919.0,1470.0
2013-06-03 02:00:00+00:00,49,77,5,0.0,915.0,1470.0
2013-06-03 03:00:00+00:00,46,85,3,0.0,911.0,1470.0
2013-06-03 04:00:00+00:00,45,89,5,0.0,907.0,1470.0
2013-06-03 05:00:00+00:00,43,92,5,0.0,892.0,1470.0
2013-06-03 06:00:00+00:00,48,86,3,0.0,876.0,1470.0
2013-06-03 07:00:00+00:00,54,77,7,0.0,835.0,1470.0
2013-06-03 08:00:00+00:00,59,64,9,0.0,850.0,1470.0
2013-06-03 09:00:00+00:00,61,53,7,0.0,857.0,1470.0
2013-06-03 10:00:00+00:00,63,48,5,0.0,857.0,1470.0
2013-06-03 11:00:00+00:00,64,42,5,0.0,865.0,1470.0
2013-06-03 12:00:00+00:00,65,46,6,0.0,854.0,1470.0
2013-06-03 13:00:00+00:00,65,44,3,0.0,846.0,1470.0
2013-06-03 14:00:00+00:00,65,44,5,0.0,842.0,1470.0
2013-06-03 15:00:00+00:00,66,44,8,0.0,838.0,1470.0
2013-06-03 16:00:00+00:00,68,43,8,0.0,838.0,1470.0
2013-06-03 17:00:00+00:00,67,45,7,0.0,823.0,1470.0
2013-06-03 18:00:00+00:00,64,51,11,0.0,809.0,1470.0
2013-06-03 19:00:00+00:00,63,53,11,0.0,816.0,1470.0
2013-06-03 20:00:00+00:00,59,64,6,0.0,798.0,1470.0
2013-06-03 21:00:00+00:00,60,59,6,0.0,801.0,1470.0
2013-06-03 22:00:00+00:00,60,61,7,0.0,805.0,1470.0
2013-06-03 23:00:00+00:00,59,64,8,0.0,787.0,1470.0
2013-06-04 00:00:00+00:00,59,64,9,0.0,783.0,1470.0
2013-06-04 01:00:00+00:00,59,64,11,0.0,783.0,1470.0
2013-06-04 02:00:00+00:00,58,66,8,0.0,779.0,1470.0
2013-06-04 03:00:00+00:00,58,69,8,0.0,783.0,1470.0
2013-06-04 04:00:00+00:00,56,80,7,0.03,776.0,1470.0
2013-06-04 05:00:00+00:00,55,89,6,0.02,772.0,1470.0
2013-06-04 06:00:00+00:00,55,86,11,0.02,768.0,1470.0
2013-06-04 07:00:00+00:00,55,86,15,0.01,761.0,1470.0
2013-06-04 08:00:00+00:00,56,80,17,0.01,761.0,1470.0
2013-06-04 09:00:00+00:00,56,77,14,0.0,754.0,1470.0
2013-06-04 10:00:00+00:00,57,77,15,0.0,747.0,1470.0
2013-06-04 11:00:00+00:00,56,80,9,0.01,729.0,1470.0
2013-06-04 12:00:00+00:00,57,80,8,0.0,743.0,1470.0
2013-06-04 13:00:00+00:00,58,80,6,0.0,747.0,1470.0
2013-06-04 14:00:00+00:00,57,86,11,0.01,747.0,1470.0
2013-06-04 15:00:00+00:00,55,93,11,0.0,747.0,1470.0
2013-06-04 16:00:00+00:00,54,93,17,0.06,743.0,1470.0
2013-06-04 17:00:00+00:00,53,85,15,0.02,736.0,1470.0
2013-06-04 18:00:00+00:00,52,86,13,0.0,722.0,1470.0
2013-06-04 19:00:00+00:00,52,86,18,0.0,729.0,1470.0
2013-06-04 20:00:00+00:00,51,89,13,0.03,747.0,1470.0
2013-06-04 21:00:00+00:00,52,89,10,0.0,743.0,1470.0
2013-06-04 22:00:00+00:00,52,89,11,0.0,754.0,1470.0
2013-06-04 23:00:00+00:00,54,93,15,0.0,798.0,1470.0
2013-06-05 00:00:00+00:00,53,92,11,0.0,798.0,1470.0
2013-06-05 01:00:00+00:00,53,92,11,0.0,772.0,1470.0
2013-06-05 02:00:00+00:00,53,92,9,0.0,750.0,1470.0
2013-06-05 03:00:00+00:00,53,96,7,0.0,740.0,1470.0
2013-06-05 04:00:00+00:00,53,96,3,0.12,736.0,1470.0
2013-06-05 05:00:00+00:00,53,96,8,0.01,736.0,1470.0
2013-06-05 06:00:00+00:00,54,93,8,0.0,729.0,1470.0
2013-06-05 07:00:00+00:00,54,93,11,0.0,736.0,1470.0
2013-06-05 08:00:00+00:00,54,92,9,0.0,718.0,1470.0
2013-06-05 09:00:00+00:00,54,96,7,0.0,715.0,1470.0
2013-06-05 10:00:00+00:00,55,93,9,0.0,758.0,1470.0
2013-06-05 11:00:00+00:00,56,93,7,0.0,801.0,1470.0
2013-06-05 12:00:00+00:00,56,93,9,0.0,772.0,1470.0
2013-06-05 13:00:00+00:00,57,93,8,0.0,747.0,1470.0
2013-06-05 14:00:00+00:00,58,93,6,0.0,729.0,1470.0
2013-06-05 15:00:00+00:00,58,93,3,0.0,726.0,1470.0
2013-06-05 16:00:00+00:00,59,93,0,0.0,729.0,1470.0
2013-06-05 17:00:00+00:00,61,86,6,0.0,729.0,1470.0
2013-06-05 18:00:00+00:00,59,87,8,0.0,726.0,1470.0
2013-06-05 19:00:00+00:00,59,89,5,0.0,722.0,1470.0
2013-06-05 20:00:00+00:00,57,93,3,0.0,722.0,1470.0
2013-06-05 21:00:00+00:00,57,96,5,0.0,718.0,1470.0
2013-06-05 22:00:00+00:00,56,96,5,0.0,711.0,1470.0
2013-06-05 23:00:00+00:00,56,96,0,0.0,711.0,1470.0
2013-06-06 00:00:00+00:00,55,100,0,0.0,684.0,1470.0
2013-06-06 01:00:00+00:00,55,100,6,0.0,687.0,1470.0
2013-06-06 02:00:00+00:00,55,93,7,0.0,694.0,1470.0
2013-06-06 03:00:00+00:00,55,93,8,0.0,691.0,1470.0
2013-06-06 04:00:00+00:00,54,92,7,0.0,691.0,1470.0
2013-06-06 05:00:00+00:00,54,93,8,0.0,691.0,1470.0
2013-06-06 06:00:00+00:00,54,93,7,0.0,687.0,1470.0
2013-06-06 07:00:00+00:00,55,87,6,0.0,673.0,1470.0
2013-06-06 08:00:00+00:00,57,83,5,0.0,680.0,1470.0
2013-06-06 09:00:00+00:00,57,83,8,0.0,680.0,1470.0
2013-06-06 10:00:00+00:00,57,87,9,0.0,680.0,1470.0
2013-06-06 11:00:00+00:00,59,77,8,0.0,629.0,1470.0
2013-06-06 12:00:00+00:00,59,77,6,0.0,643.0,1470.0
2013-06-06 13:00:00+00:00,61,77,11,0.0,653.0,1470.0
2013-06-06 14:00:00+00:00,60,77,10,0.0,660.0,1470.0
2013-06-06 15:00:00+00:00,61,75,9,0.0,666.0,1470.0
2013-06-06 16:00:00+00:00,61,72,10,0.0,660.0,1470.0
2013-06-06 17:00:00+00:00,58,80,14,0.0,656.0,1470.0
2013-06-06 18:00:00+00:00,57,82,10,0.0,656.0,1470.0
2013-06-06 19:00:00+00:00,55,89,11,0.0,656.0,1470.0
2013-06-06 20:00:00+00:00,54,92,10,0.0,656.0,1470.0
2013-06-06 21:00:00+00:00,54,92,10,0.0,653.0,1470.0
2013-06-06 22:00:00+00:00,54,92,11,0.0,650.0,1470.0
2013-06-06 23:00:00+00:00,54,89,9,0.0,646.0,1470.0
2013-06-07 00:00:00+00:00,54,89,7,0.0,633.0,1470.0
2013-06-07 01:00:00+00:00,53,92,6,0.0,626.0,1470.0
2013-06-07 02:00:00+00:00,53,92,6,0.0,629.0,1470.0
2013-06-07 03:00:00+00:00,53,92,7,0.0,633.0,1470.0
2013-06-07 04:00:00+00:00,53,92,8,0.0,629.0,1470.0
2013-06-07 05:00:00+00:00,53,92,7,0.0,629.0,1470.0
2013-06-07 06:00:00+00:00,53,96,6,0.0,629.0,1470.0
2013-06-07 07:00:00+00:00,53,96,7,0.0,626.0,1470.0
2013-06-07 08:00:00+00:00,54,93,6,0.0,610.0,1470.0
2013-06-07 09:00:00+00:00,55,86,6,0.0,606.0,1470.0
2013-06-07 10:00:00+00:00,56,83,6,0.0,616.0,1470.0
2013-06-07 11:00:00+00:00,60,72,6,0.0,616.0,1470.0
2013-06-07 12:00:00+00:00,57,71,7,0.0,610.0,1470.0
2013-06-07 13:00:00+00:00,63,63,0,0.0,616.0,1470.0
2013-06-07 14:00:00+00:00,66,58,3,0.0,616.0,1470.0
2013-06-07 15:00:00+00:00,63,65,0,0.0,603.0,1470.0
2013-06-07 16:00:00+00:00,65,62,0,0.0,596.0,1470.0
2013-06-07 17:00:00+00:00,64,62,3,0.0,603.0,1470.0
2013-06-07 18:00:00+00:00,64,62,0,0.0,603.0,1470.0
2013-06-07 19:00:00+00:00,63,60,0,0.0,603.0,1470.0
2013-06-07 20:00:00+00:00,61,67,0,0.0,600.0,1470.0
2013-06-07 21:00:00+00:00,60,69,0,0.0,600.0,1470.0
2013-06-07 22:00:00+00:00,60,69,0,0.0,600.0,1470.0
2013-06-07 23:00:00+00:00,59,77,0,0.0,590.0,1470.0
2013-06-08 00:00:00+00:00,56,86,5,0.0,580.0,1470.0
2013-06-08 01:00:00+00:00,55,83,5,0.0,587.0,1470.0
2013-06-08 02:00:00+00:00,56,83,6,0.0,590.0,1470.0
2013-06-08 03:00:00+00:00,56,83,0,0.0,587.0,1470.0
2013-06-08 04:00:00+00:00,55,86,5,0.0,580.0,1470.0
2013-06-08 05:00:00+00:00,54,89,5,0.0,580.0,1470.0
2013-06-08 06:00:00+00:00,56,86,3,0.0,577.0,1470.0
2013-06-08 07:00:00+00:00,59,83,5,0.0,570.0,1470.0
2013-06-08 08:00:00+00:00,63,70,6,0.0,563.0,1470.0
2013-06-08 09:00:00+00:00,64,67,5,0.0,567.0,1470.0
2013-06-08 10:00:00+00:00,65,65,5,0.0,567.0,1470.0
2013-06-08 11:00:00+00:00,67,63,11,0.0,563.0,1470.0
2013-06-08 12:00:00+00:00,69,56,10,0.0,560.0,1470.0
2013-06-08 13:00:00+00:00,68,58,9,0.0,563.0,1470.0
2013-06-08 14:00:00+00:00,67,61,11,0.0,567.0,1470.0
2013-06-08 15:00:00+00:00,67,61,11,0.0,563.0,1470.0
2013-06-08 16:00:00+00:00,64,72,10,0.0,546.0,1470.0
2013-06-08 17:00:00+00:00,65,72,9,0.0,546.0,1470.0
2013-06-08 18:00:00+00:00,64,72,9,0.0,556.0,1470.0
2013-06-08 19:00:00+00:00,63,75,9,0.0,556.0,1470.0
2013-06-08 20:00:00+00:00,62,74,13,0.0,546.0,1470.0
2013-06-08 21:00:00+00:00,62,74,11,0.0,546.0,1470.0
2013-06-08 22:00:00+00:00,62,74,13,0.0,546.0,1470.0
2013-06-08 23:00:00+00:00,59,86,13,0.05,536.0,1470.0
2013-06-09 00:00:00+00:00,58,86,11,0.07,539.0,1470.0
2013-06-09 01:00:00+00:00,57,86,15,0.05,539.0,1470.0
2013-06-09 02:00:00+00:00,57,86,18,0.0,543.0,1470.0
2013-06-09 03:00:00+00:00,57,83,20,0.0,539.0,1470.0
2013-06-09 04:00:00+00:00,57,83,20,0.02,536.0,1470.0
2013-06-09 05:00:00+00:00,57,83,14,0.05,525.0,1470.0
2013-06-09 06:00:00+00:00,58,77,13,0.0,525.0,1470.0
2013-06-09 07:00:00+00:00,58,77,16,0.0,560.0,1470.0
2013-06-09 08:00:00+00:00,59,74,14,0.0,590.0,1470.0
2013-06-09 09:00:00+00:00,61,72,15,0.0,577.0,1470.0
2013-06-09 10:00:00+00:00,61,77,17,0.0,560.0,1470.0
2013-06-09 11:00:00+00:00,63,77,18,0.0,543.0,1470.0
2013-06-09 12:00:00+00:00,61,87,10,0.08,570.0,1470.0
2013-06-09 13:00:00+00:00,64,89,14,0.01,567.0,1470.0
2013-06-09 14:00:00+00:00,67,84,14,0.0,560.0,1470.0
2013-06-09 15:00:00+00:00,70,77,16,0.0,556.0,1470.0
2013-06-09 16:00:00+00:00,70,73,14,0.0,549.0,1470.0
2013-06-09 17:00:00+00:00,69,73,15,0.0,532.0,1470.0
2013-06-09 18:00:00+00:00,69,75,14,0.0,543.0,1470.0
2013-06-09 19:00:00+00:00,67,78,11,0.0,563.0,1470.0
2013-06-09 20:00:00+00:00,65,87,8,0.0,577.0,1470.0
2013-06-09 21:00:00+00:00,63,90,5,0.0,570.0,1470.0
2013-06-09 22:00:00+00:00,61,93,8,0.0,549.0,1470.0
2013-06-09 23:00:00+00:00,61,93,8,0.0,549.0,1470.0
2013-06-10 00:00:00+00:00,63,93,6,0.0,574.0,1470.0
2013-06-10 01:00:00+00:00,60,96,3,0.0,567.0,1470.0
2013-06-10 02:00:00+00:00,61,93,0,0.0,556.0,1470.0
2013-06-10 03:00:00+00:00,60,92,0,0.0,549.0,1470.0
2013-06-10 04:00:00+00:00,59,96,0,0.0,543.0,1470.0
2013-06-10 05:00:00+00:00,61,93,5,0.0,543.0,1470.0
2013-06-10 06:00:00+00:00,61,93,0,0.0,543.0,1470.0
2013-06-10 07:00:00+00:00,63,86,0,0.0,543.0,1470.0
2013-06-10 08:00:00+00:00,63,86,3,0.0,539.0,1470.0
2013-06-10 09:00:00+00:00,64,88,6,0.0,525.0,1470.0
2013-06-10 10:00:00+00:00,65,81,5,0.0,529.0,1470.0
2013-06-10 11:00:00+00:00,66,78,5,0.0,532.0,1470.0
2013-06-10 12:00:00+00:00,70,70,0,0.0,532.0,1470.0
2013-06-10 13:00:00+00:00,70,73,5,0.0,532.0,1470.0
2013-06-10 14:00:00+00:00,72,66,3,0.0,529.0,1470.0
2013-06-10 15:00:00+00:00,73,65,5,0.0,529.0,1470.0
2013-06-10 16:00:00+00:00,74,61,3,0.0,529.0,1470.0
2013-06-10 17:00:00+00:00,75,59,5,0.0,525.0,1470.0
2013-06-10 18:00:00+00:00,74,59,5,0.0,525.0,1470.0
2013-06-10 19:00:00+00:00,73,61,0,0.0,509.0,1470.0
2013-06-10 20:00:00+00:00,69,75,3,0.0,509.0,1470.0
2013-06-10 21:00:00+00:00,67,78,3,0.0,512.0,1470.0
2013-06-10 22:00:00+00:00,65,81,0,0.0,519.0,1470.0
2013-06-10 23:00:00+00:00,63,86,3,0.0,476.0,1470.0
2013-06-11 00:00:00+00:00,61,93,5,0.0,482.0,1470.0
2013-06-11 01:00:00+00:00,59,93,7,0.0,499.0,1470.0
2013-06-11 02:00:00+00:00,59,89,6,0.0,505.0,1470.0
2013-06-11 03:00:00+00:00,59,89,6,0.0,509.0,1470.0
2013-06-11 04:00:00+00:00,58,93,5,0.0,509.0,1470.0
2013-06-11 05:00:00+00:00,58,93,5,0.0,509.0,1470.0
2013-06-11 06:00:00+00:00,61,93,3,0.0,505.0,1470.0
2013-06-11 07:00:00+00:00,64,89,3,0.0,499.0,1470.0
2013-06-11 08:00:00+00:00,70,81,6,0.0,489.0,1470.0
2013-06-11 09:00:00+00:00,73,73,3,0.0,499.0,1470.0
2013-06-11 10:00:00+00:00,74,73,3,0.0,499.0,1470.0
2013-06-11 11:00:00+00:00,75,68,0,0.0,499.0,1470.0
2013-06-11 12:00:00+00:00,78,62,3,0.0,499.0,1470.0
2013-06-11 13:00:00+00:00,80,60,9,0.0,499.0,1470.0
2013-06-11 14:00:00+00:00,80,56,3,0.0,482.0,1470.0
2013-06-11 15:00:00+00:00,80,58,0,0.0,482.0,1470.0
2013-06-11 16:00:00+00:00,81,58,6,0.0,489.0,1470.0
2013-06-11 17:00:00+00:00,83,52,6,0.0,489.0,1470.0
2013-06-11 18:00:00+00:00,82,54,6,0.0,489.0,1470.0
2013-06-11 19:00:00+00:00,80,62,7,0.0,489.0,1470.0
2013-06-11 20:00:00+00:00,73,78,13,0.0,486.0,1470.0
2013-06-11 21:00:00+00:00,71,84,9,0.0,473.0,1470.0
2013-06-11 22:00:00+00:00,70,87,7,0.0,479.0,1470.0
2013-06-11 23:00:00+00:00,68,89,6,0.0,476.0,1470.0
2013-06-12 00:00:00+00:00,67,90,5,0.0,479.0,1470.0
2013-06-12 01:00:00+00:00,67,87,5,0.0,479.0,1470.0
2013-06-12 02:00:00+00:00,67,93,7,0.0,479.0,1470.0
2013-06-12 03:00:00+00:00,67,87,15,0.02,479.0,1470.0
2013-06-12 04:00:00+00:00,67,87,5,0.01,476.0,1470.0
2013-06-12 05:00:00+00:00,66,89,9,0.04,476.0,1470.0
2013-06-12 06:00:00+00:00,67,90,22,0.05,457.0,1470.0
2013-06-12 07:00:00+00:00,67,90,9,0.0,460.0,1470.0
2013-06-12 08:00:00+00:00,70,87,10,0.0,463.0,1470.0
2013-06-12 09:00:00+00:00,73,78,3,0.0,469.0,1470.0
2013-06-12 10:00:00+00:00,76,76,8,0.0,473.0,1470.0
2013-06-12 11:00:00+00:00,71,84,9,0.0,476.0,1470.0
2013-06-12 12:00:00+00:00,73,78,15,0.0,460.0,1470.0
2013-06-12 13:00:00+00:00,74,78,17,0.0,469.0,1470.0
2013-06-12 14:00:00+00:00,74,78,14,0.0,476.0,1470.0
2013-06-12 15:00:00+00:00,73,81,10,0.0,473.0,1470.0
2013-06-12 16:00:00+00:00,74,76,9,0.0,473.0,1470.0
2013-06-12 17:00:00+00:00,73,75,14,0.0,469.0,1470.0
2013-06-12 18:00:00+00:00,70,88,17,0.0,453.0,1470.0
2013-06-12 19:00:00+00:00,67,90,17,0.1,450.0,1470.0
2013-06-12 20:00:00+00:00,67,87,20,0.0,460.0,1470.0
2013-06-12 21:00:00+00:00,66,89,10,0.0,463.0,1470.0
2013-06-12 22:00:00+00:00,66,87,13,0.0,463.0,1470.0
2013-06-12 23:00:00+00:00,65,87,7,0.0,463.0,1470.0
2013-06-13 00:00:00+00:00,64,89,10,0.0,460.0,1470.0
2013-06-13 01:00:00+00:00,63,75,10,0.0,453.0,1470.0
2013-06-13 02:00:00+00:00,60,80,10,0.0,457.0,1470.0
2013-06-13 03:00:00+00:00,59,80,10,0.0,469.0,1470.0
2013-06-13 04:00:00+00:00,58,77,10,0.0,463.0,1470.0
2013-06-13 05:00:00+00:00,58,74,9,0.0,463.0,1470.0
2013-06-13 06:00:00+00:00,60,72,10,0.0,460.0,1470.0
2013-06-13 07:00:00+00:00,63,67,9,0.0,457.0,1470.0
2013-06-13 08:00:00+00:00,66,65,7,0.0,444.0,1470.0
2013-06-13 09:00:00+00:00,68,65,7,0.0,444.0,1470.0
2013-06-13 10:00:00+00:00,71,56,11,0.0,450.0,1470.0
2013-06-13 11:00:00+00:00,73,55,11,0.0,453.0,1470.0
2013-06-13 12:00:00+00:00,74,51,13,0.0,453.0,1470.0
2013-06-13 13:00:00+00:00,73,51,8,0.0,450.0,1470.0
2013-06-13 14:00:00+00:00,77,44,13,0.0,434.0,1470.0
2013-06-13 15:00:00+00:00,77,44,13,0.0,434.0,1470.0
2013-06-13 16:00:00+00:00,76,46,14,0.0,444.0,1470.0
2013-06-13 17:00:00+00:00,75,46,10,0.0,447.0,1470.0
